"","field_id","year","month","centroid_lat","centroid_long","area_hectares","sprays","mildew_incidence","initial_strain","susceptibility_to_r6_strains","susceptibility_to_non_r6_strains","plant_type","date"
"515",31,2015,"June",45.0891,-122.7476,14.8115076,1,0.22,"V6",1,1,"non-R6",2015-06-01
"516",31,2015,"July",45.0891,-122.7476,14.8115076,1,1,"V6",1,1,"non-R6",2015-07-01
"517",32,2015,"April",45.08658124,-122.7600993,0.9307778,0,0,"V6",1,1,"non-R6",2015-04-01
"518",32,2015,"May",45.08658124,-122.7600993,0.9307778,2,0,"V6",1,1,"non-R6",2015-05-01
"519",32,2015,"June",45.08658124,-122.7600993,0.9307778,1,0.17,"V6",1,1,"non-R6",2015-06-01
"520",32,2015,"July",45.08658124,-122.7600993,0.9307778,1,0.03,"V6",1,1,"non-R6",2015-07-01
"521",33,2015,"April",45.0642426,-122.7814615,5.6251354,0,0,"non-V6",1,1,"non-R6",2015-04-01
"522",33,2015,"May",45.0642426,-122.7814615,5.6251354,0,0,"non-V6",1,1,"non-R6",2015-05-01
"523",33,2015,"June",45.0642426,-122.7814615,5.6251354,1,0,"non-V6",1,1,"non-R6",2015-06-01
"524",33,2015,"July",45.0642426,-122.7814615,5.6251354,1,0,"non-V6",1,1,"non-R6",2015-07-01
"525",34,2015,"April",45.06597081,-122.780462,3.3993624,0,0,"non-V6",1,1,"non-R6",2015-04-01
"526",34,2015,"May",45.06597081,-122.780462,3.3993624,0,0,"non-V6",1,1,"non-R6",2015-05-01
"527",34,2015,"June",45.06597081,-122.780462,3.3993624,2,0,"non-V6",1,1,"non-R6",2015-06-01
"528",34,2015,"July",45.06597081,-122.780462,3.3993624,1,0,"non-V6",1,1,"non-R6",2015-07-01
"529",35,2015,"April",45.06594958,-122.782934,4.856232,0,0,"non-V6",1,1,"non-R6",2015-04-01
"530",35,2015,"May",45.06594958,-122.782934,4.856232,0,0,"non-V6",1,1,"non-R6",2015-05-01
"531",35,2015,"June",45.06594958,-122.782934,4.856232,2,0,"non-V6",1,1,"non-R6",2015-06-01
"532",35,2015,"July",45.06594958,-122.782934,4.856232,1,0.01,"non-V6",1,1,"non-R6",2015-07-01
"533",36,2015,"April",45.060726,-122.79329,16.8754062,0,0,"non-V6",1,1,"non-R6",2015-04-01
"534",36,2015,"May",45.060726,-122.79329,16.8754062,0,0,"non-V6",1,1,"non-R6",2015-05-01
"535",36,2015,"June",45.060726,-122.79329,16.8754062,2,0,"non-V6",1,1,"non-R6",2015-06-01
"536",36,2015,"July",45.060726,-122.79329,16.8754062,1,0,"non-V6",1,1,"non-R6",2015-07-01
"537",37,2015,"April",45.1684,-122.8832,6.4345074,0,0,"non-V6",1,0,"R6",2015-04-01
"538",37,2015,"May",45.1684,-122.8832,6.4345074,1,0,"non-V6",1,0,"R6",2015-05-01
"539",37,2015,"June",45.1684,-122.8832,6.4345074,1,0,"non-V6",1,0,"R6",2015-06-01
"540",37,2015,"July",45.1684,-122.8832,6.4345074,0,0,"non-V6",1,0,"R6",2015-07-01
"541",38,2015,"April",45.2005,-122.9142,19.8700826,0,0,"non-V6",1,0,"R6",2015-04-01
"542",38,2015,"May",45.2005,-122.9142,19.8700826,1,0,"non-V6",1,0,"R6",2015-05-01
"543",38,2015,"June",45.2005,-122.9142,19.8700826,1,0,"non-V6",1,0,"R6",2015-06-01
"544",38,2015,"July",45.2005,-122.9142,19.8700826,0,0,"non-V6",1,0,"R6",2015-07-01
"545",39,2015,"April",45.1654,-122.8855,5.5441982,0,0,"non-V6",1,1,"non-R6",2015-04-01
"546",39,2015,"May",45.1654,-122.8855,5.5441982,0,0,"non-V6",1,1,"non-R6",2015-05-01
"547",39,2015,"June",45.1654,-122.8855,5.5441982,2,0,"non-V6",1,1,"non-R6",2015-06-01
"548",39,2015,"July",45.1654,-122.8855,5.5441982,0,0,"non-V6",1,1,"non-R6",2015-07-01
"549",40,2015,"April",45.1653,-122.8751,2.5495218,0,0,"non-V6",1,1,"non-R6",2015-04-01
"550",40,2015,"May",45.1653,-122.8751,2.5495218,1,0,"non-V6",1,1,"non-R6",2015-05-01
"551",40,2015,"June",45.1653,-122.8751,2.5495218,0,0,"non-V6",1,1,"non-R6",2015-06-01
"552",40,2015,"July",45.1653,-122.8751,2.5495218,1,0,"non-V6",1,1,"non-R6",2015-07-01
"553",41,2015,"April",45.1672,-122.8792,4.8967006,0,0,"non-V6",1,1,"non-R6",2015-04-01
"554",41,2015,"May",45.1672,-122.8792,4.8967006,0,0,"non-V6",1,1,"non-R6",2015-05-01
"555",41,2015,"June",45.1672,-122.8792,4.8967006,1,0,"non-V6",1,1,"non-R6",2015-06-01
"556",41,2015,"July",45.1672,-122.8792,4.8967006,1,0,"non-V6",1,1,"non-R6",2015-07-01
"557",42,2015,"April",45.1675,-122.8792,0.8498406,0,0,"non-V6",1,0,"R6",2015-04-01
"558",42,2015,"May",45.1675,-122.8792,0.8498406,0,0,"non-V6",1,0,"R6",2015-05-01
"559",42,2015,"June",45.1675,-122.8792,0.8498406,1,0,"non-V6",1,0,"R6",2015-06-01
"560",42,2015,"July",45.1675,-122.8792,0.8498406,1,0,"non-V6",1,0,"R6",2015-07-01
"561",43,2015,"April",45.1685,-122.9058,9.0649664,0,0,"non-V6",1,1,"non-R6",2015-04-01
"562",43,2015,"May",45.1685,-122.9058,9.0649664,1,0,"non-V6",1,1,"non-R6",2015-05-01
"563",43,2015,"June",45.1685,-122.9058,9.0649664,1,0.01,"non-V6",1,1,"non-R6",2015-06-01
"564",43,2015,"July",45.1685,-122.9058,9.0649664,1,0,"non-V6",1,1,"non-R6",2015-07-01
"565",44,2015,"April",45.1653,-122.8815,14.9329134,0,0,"non-V6",1,0,"R6",2015-04-01
"566",44,2015,"May",45.1653,-122.8815,14.9329134,1,0,"non-V6",1,0,"R6",2015-05-01
"567",44,2015,"June",45.1653,-122.8815,14.9329134,1,0,"non-V6",1,0,"R6",2015-06-01
"568",44,2015,"July",45.1653,-122.8815,14.9329134,0,0,"non-V6",1,0,"R6",2015-07-01
"569",45,2015,"April",45.1659,-122.8885,7.3652852,0,0,"non-V6",1,1,"non-R6",2015-04-01
"570",45,2015,"May",45.1659,-122.8885,7.3652852,0,0,"non-V6",1,1,"non-R6",2015-05-01
"571",45,2015,"June",45.1659,-122.8885,7.3652852,2,0,"non-V6",1,1,"non-R6",2015-06-01
"572",45,2015,"July",45.1659,-122.8885,7.3652852,0,0,"non-V6",1,1,"non-R6",2015-07-01
"573",46,2015,"April",45.1996,-122.8464,11.0479278,0,0,"non-V6",1,1,"non-R6",2015-04-01
"574",46,2015,"May",45.1996,-122.8464,11.0479278,0,0,"non-V6",1,1,"non-R6",2015-05-01
"575",46,2015,"June",45.1996,-122.8464,11.0479278,2,0,"non-V6",1,1,"non-R6",2015-06-01
"576",46,2015,"July",45.1996,-122.8464,11.0479278,0,0,"non-V6",1,1,"non-R6",2015-07-01
"577",49,2015,"April",45.19236103,-122.7662059,3.3184252,0,0,"non-V6",1,1,"non-R6",2015-04-01
"578",49,2015,"May",45.19236103,-122.7662059,3.3184252,1,0,"non-V6",1,1,"non-R6",2015-05-01
"579",49,2015,"June",45.19236103,-122.7662059,3.3184252,2,0,"non-V6",1,1,"non-R6",2015-06-01
"580",49,2015,"July",45.19236103,-122.7662059,3.3184252,0,0,"non-V6",1,1,"non-R6",2015-07-01
"581",50,2015,"April",45.19,-122.7621,3.439831,0,0,"non-V6",1,1,"non-R6",2015-04-01
"582",50,2015,"May",45.19,-122.7621,3.439831,1,0,"non-V6",1,1,"non-R6",2015-05-01
"583",50,2015,"June",45.19,-122.7621,3.439831,2,0,"non-V6",1,1,"non-R6",2015-06-01
"584",50,2015,"July",45.19,-122.7621,3.439831,0,0,"non-V6",1,1,"non-R6",2015-07-01
"585",51,2015,"April",45.19309699,-122.7660129,1.7401498,0,0,"non-V6",1,1,"non-R6",2015-04-01
"586",51,2015,"May",45.19309699,-122.7660129,1.7401498,1,0,"non-V6",1,1,"non-R6",2015-05-01
"587",51,2015,"June",45.19309699,-122.7660129,1.7401498,2,0,"non-V6",1,1,"non-R6",2015-06-01
"588",51,2015,"July",45.19309699,-122.7660129,1.7401498,0,0,"non-V6",1,1,"non-R6",2015-07-01
"589",53,2015,"April",45.1932,-122.7715,7.2034108,0,0,"non-V6",1,1,"non-R6",2015-04-01
"590",53,2015,"May",45.1932,-122.7715,7.2034108,0,0,"non-V6",1,1,"non-R6",2015-05-01
"591",53,2015,"June",45.1932,-122.7715,7.2034108,3,0,"non-V6",1,1,"non-R6",2015-06-01
"592",53,2015,"July",45.1932,-122.7715,7.2034108,0,0,"non-V6",1,1,"non-R6",2015-07-01
"593",54,2015,"April",45.1909,-122.7707,7.2438794,0,0,"non-V6",1,1,"non-R6",2015-04-01
"594",54,2015,"May",45.1909,-122.7707,7.2438794,0,0,"non-V6",1,1,"non-R6",2015-05-01
"595",54,2015,"June",45.1909,-122.7707,7.2438794,1,0,"non-V6",1,1,"non-R6",2015-06-01
"596",54,2015,"July",45.1909,-122.7707,7.2438794,0,0,"non-V6",1,1,"non-R6",2015-07-01
"597",55,2015,"April",45.201,-122.7725,3.1565508,0,0,"V6",1,0,"R6",2015-04-01
"598",55,2015,"May",45.201,-122.7725,3.1565508,0,0,"V6",1,0,"R6",2015-05-01
"599",55,2015,"June",45.201,-122.7725,3.1565508,3,0.01,"V6",1,0,"R6",2015-06-01
"600",55,2015,"July",45.201,-122.7725,3.1565508,2,0,"V6",1,0,"R6",2015-07-01
"601",56,2015,"April",45.1994,-122.774,6.7582562,0,0,"V6",1,0,"R6",2015-04-01
"602",56,2015,"May",45.1994,-122.774,6.7582562,0,0,"V6",1,0,"R6",2015-05-01
"603",56,2015,"June",45.1994,-122.774,6.7582562,3,0.01,"V6",1,0,"R6",2015-06-01
"604",56,2015,"July",45.1994,-122.774,6.7582562,2,0.02,"V6",1,0,"R6",2015-07-01
"605",57,2015,"April",45.189,-122.7707,7.7295026,0,0,"V6",1,0,"R6",2015-04-01
"606",57,2015,"May",45.189,-122.7707,7.7295026,0,0,"V6",1,0,"R6",2015-05-01
"607",57,2015,"June",45.189,-122.7707,7.7295026,3,0.61,"V6",1,0,"R6",2015-06-01
"608",57,2015,"July",45.189,-122.7707,7.7295026,2,0.02,"V6",1,0,"R6",2015-07-01
"609",58,2015,"April",45.1978,-122.7726,2.9946764,0,0,"V6",1,0,"R6",2015-04-01
"610",58,2015,"May",45.1978,-122.7726,2.9946764,0,0,"V6",1,0,"R6",2015-05-01
"611",58,2015,"June",45.1978,-122.7726,2.9946764,4,0.71,"V6",1,0,"R6",2015-06-01
"612",58,2015,"July",45.1978,-122.7726,2.9946764,1,0.09,"V6",1,0,"R6",2015-07-01
"613",59,2015,"April",45.19355914,-122.7656004,1.3759324,0,0,"V6",1,1,"non-R6",2015-04-01
"614",59,2015,"May",45.19355914,-122.7656004,1.3759324,2,0,"V6",1,1,"non-R6",2015-05-01
"615",59,2015,"June",45.19355914,-122.7656004,1.3759324,2,0,"V6",1,1,"non-R6",2015-06-01
"616",59,2015,"July",45.19355914,-122.7656004,1.3759324,0,0.01,"V6",1,1,"non-R6",2015-07-01
"617",60,2015,"April",45.1173,-122.8455,2.428116,0,0,"V6",1,0,"R6",2015-04-01
"618",60,2015,"May",45.1173,-122.8455,2.428116,0,0,"V6",1,0,"R6",2015-05-01
"619",60,2015,"June",45.1173,-122.8455,2.428116,0,0.16,"V6",1,0,"R6",2015-06-01
"620",60,2015,"July",45.1173,-122.8455,2.428116,2,0.11,"V6",1,0,"R6",2015-07-01
"621",61,2015,"April",45.1174,-122.8464,2.428116,0,0,"non-V6",1,0,"R6",2015-04-01
"622",61,2015,"May",45.1174,-122.8464,2.428116,0,0,"non-V6",1,0,"R6",2015-05-01
"623",61,2015,"June",45.1174,-122.8464,2.428116,0,0,"non-V6",1,0,"R6",2015-06-01
"624",61,2015,"July",45.1174,-122.8464,2.428116,2,0,"non-V6",1,0,"R6",2015-07-01
"625",62,2015,"April",45.1173,-122.845,0.404686,0,0,"V6",1,1,"non-R6",2015-04-01
"626",62,2015,"May",45.1173,-122.845,0.404686,0,0,"V6",1,1,"non-R6",2015-05-01
"627",62,2015,"June",45.1173,-122.845,0.404686,0,0.24,"V6",1,1,"non-R6",2015-06-01
"628",62,2015,"July",45.1173,-122.845,0.404686,2,0.04,"V6",1,1,"non-R6",2015-07-01
"629",63,2015,"April",45.1177,-122.8433,8.4174688,0,0,"V6",1,0,"R6",2015-04-01
"630",63,2015,"May",45.1177,-122.8433,8.4174688,0,0,"V6",1,0,"R6",2015-05-01
"631",63,2015,"June",45.1177,-122.8433,8.4174688,0,0,"V6",1,0,"R6",2015-06-01
"632",63,2015,"July",45.1177,-122.8433,8.4174688,2,0.01,"V6",1,0,"R6",2015-07-01
"633",64,2015,"April",45.1179,-122.8399,16.389783,0,0,"non-V6",1,1,"non-R6",2015-04-01
"634",64,2015,"May",45.1179,-122.8399,16.389783,0,0,"non-V6",1,1,"non-R6",2015-05-01
"635",64,2015,"June",45.1179,-122.8399,16.389783,1,0,"non-V6",1,1,"non-R6",2015-06-01
"636",64,2015,"July",45.1179,-122.8399,16.389783,1,0,"non-V6",1,1,"non-R6",2015-07-01
"637",65,2015,"April",45.1177,-122.8353,16.0255656,0,0,"V6",1,0,"R6",2015-04-01
"638",65,2015,"May",45.1177,-122.8353,16.0255656,0,0,"V6",1,0,"R6",2015-05-01
"639",65,2015,"June",45.1177,-122.8353,16.0255656,0,0,"V6",1,0,"R6",2015-06-01
"640",65,2015,"July",45.1177,-122.8353,16.0255656,2,0.01,"V6",1,0,"R6",2015-07-01
"641",66,2015,"April",45.1177,-122.8307,15.6208796,0,0,"V6",1,1,"non-R6",2015-04-01
"642",66,2015,"May",45.1177,-122.8307,15.6208796,0,0,"V6",1,1,"non-R6",2015-05-01
"643",66,2015,"June",45.1177,-122.8307,15.6208796,1,0.01,"V6",1,1,"non-R6",2015-06-01
"644",66,2015,"July",45.1177,-122.8307,15.6208796,1,0.01,"V6",1,1,"non-R6",2015-07-01
"645",67,2015,"April",45.1176,-122.8266,12.0596428,0,0,"non-V6",1,0,"R6",2015-04-01
"646",67,2015,"May",45.1176,-122.8266,12.0596428,0,0,"non-V6",1,0,"R6",2015-05-01
"647",67,2015,"June",45.1176,-122.8266,12.0596428,0,0,"non-V6",1,0,"R6",2015-06-01
"648",67,2015,"July",45.1176,-122.8266,12.0596428,2,0,"non-V6",1,0,"R6",2015-07-01
"649",68,2015,"April",45.1137,-122.83,10.1576186,0,0,"non-V6",1,1,"non-R6",2015-04-01
"650",68,2015,"May",45.1137,-122.83,10.1576186,0,0,"non-V6",1,1,"non-R6",2015-05-01
"651",68,2015,"June",45.1137,-122.83,10.1576186,0,0,"non-V6",1,1,"non-R6",2015-06-01
"652",68,2015,"July",45.1137,-122.83,10.1576186,2,0,"non-V6",1,1,"non-R6",2015-07-01
"653",69,2015,"April",45.1144,-122.8564,10.4004302,0,0,"non-V6",1,1,"non-R6",2015-04-01
"654",69,2015,"May",45.1144,-122.8564,10.4004302,0,0,"non-V6",1,1,"non-R6",2015-05-01
"655",69,2015,"June",45.1144,-122.8564,10.4004302,0,0,"non-V6",1,1,"non-R6",2015-06-01
"656",69,2015,"July",45.1144,-122.8564,10.4004302,2,0,"non-V6",1,1,"non-R6",2015-07-01
"657",70,2015,"April",45.1126,-122.8533,8.4174688,0,0,"non-V6",1,1,"non-R6",2015-04-01
"658",70,2015,"May",45.1126,-122.8533,8.4174688,0,0,"non-V6",1,1,"non-R6",2015-05-01
"659",70,2015,"June",45.1126,-122.8533,8.4174688,0,0,"non-V6",1,1,"non-R6",2015-06-01
"660",70,2015,"July",45.1126,-122.8533,8.4174688,2,0,"non-V6",1,1,"non-R6",2015-07-01
"661",71,2015,"April",45.0342,-122.7408,4.0873286,0,0,"non-V6",1,1,"non-R6",2015-04-01
"662",71,2015,"May",45.0342,-122.7408,4.0873286,0,0,"non-V6",1,1,"non-R6",2015-05-01
"663",71,2015,"June",45.0342,-122.7408,4.0873286,2,0,"non-V6",1,1,"non-R6",2015-06-01
"664",71,2015,"July",45.0342,-122.7408,4.0873286,1,0,"non-V6",1,1,"non-R6",2015-07-01
"665",72,2015,"April",45.0337,-122.7402,3.5612368,0,0,"non-V6",1,1,"non-R6",2015-04-01
"666",72,2015,"May",45.0337,-122.7402,3.5612368,0,0,"non-V6",1,1,"non-R6",2015-05-01
"667",72,2015,"June",45.0337,-122.7402,3.5612368,2,0,"non-V6",1,1,"non-R6",2015-06-01
"668",72,2015,"July",45.0337,-122.7402,3.5612368,1,0,"non-V6",1,1,"non-R6",2015-07-01
"669",73,2015,"April",45.0348,-122.7418,7.1224736,0,0,"non-V6",1,1,"non-R6",2015-04-01
"670",73,2015,"May",45.0348,-122.7418,7.1224736,0,0,"non-V6",1,1,"non-R6",2015-05-01
"671",73,2015,"June",45.0348,-122.7418,7.1224736,2,0,"non-V6",1,1,"non-R6",2015-06-01
"672",73,2015,"July",45.0348,-122.7418,7.1224736,1,0,"non-V6",1,1,"non-R6",2015-07-01
"673",75,2015,"April",45.0318,-122.7581,16.3493144,0,0,"non-V6",1,1,"non-R6",2015-04-01
"674",75,2015,"May",45.0318,-122.7581,16.3493144,2,0,"non-V6",1,1,"non-R6",2015-05-01
"675",75,2015,"June",45.0318,-122.7581,16.3493144,2,0,"non-V6",1,1,"non-R6",2015-06-01
"676",75,2015,"July",45.0318,-122.7581,16.3493144,1,0,"non-V6",1,1,"non-R6",2015-07-01
"677",76,2015,"April",45.0315,-122.7704,6.3131016,0,0,"non-V6",1,1,"non-R6",2015-04-01
"678",76,2015,"May",45.0315,-122.7704,6.3131016,0,0,"non-V6",1,1,"non-R6",2015-05-01
"679",76,2015,"June",45.0315,-122.7704,6.3131016,1,0,"non-V6",1,1,"non-R6",2015-06-01
"680",76,2015,"July",45.0315,-122.7704,6.3131016,2,0,"non-V6",1,1,"non-R6",2015-07-01
"681",77,2015,"April",45.0336,-122.7675,9.2673094,0,0,"non-V6",1,1,"non-R6",2015-04-01
"682",77,2015,"May",45.0336,-122.7675,9.2673094,0,0,"non-V6",1,1,"non-R6",2015-05-01
"683",77,2015,"June",45.0336,-122.7675,9.2673094,2,0,"non-V6",1,1,"non-R6",2015-06-01
"684",77,2015,"July",45.0336,-122.7675,9.2673094,1,0,"non-V6",1,1,"non-R6",2015-07-01
"685",78,2015,"April",45.0329,-122.7636,10.1980872,0,0,"non-V6",1,1,"non-R6",2015-04-01
"686",78,2015,"May",45.0329,-122.7636,10.1980872,0,0,"non-V6",1,1,"non-R6",2015-05-01
"687",78,2015,"June",45.0329,-122.7636,10.1980872,2,0,"non-V6",1,1,"non-R6",2015-06-01
"688",78,2015,"July",45.0329,-122.7636,10.1980872,1,0,"non-V6",1,1,"non-R6",2015-07-01
"689",79,2015,"April",45.0334,-122.7654,2.832802,0,0,"non-V6",1,1,"non-R6",2015-04-01
"690",79,2015,"May",45.0334,-122.7654,2.832802,0,0,"non-V6",1,1,"non-R6",2015-05-01
"691",79,2015,"June",45.0334,-122.7654,2.832802,1,0,"non-V6",1,1,"non-R6",2015-06-01
"692",79,2015,"July",45.0334,-122.7654,2.832802,1,0,"non-V6",1,1,"non-R6",2015-07-01
"693",80,2015,"April",45.0347,-122.7603,1.4568696,0,0,"non-V6",1,1,"non-R6",2015-04-01
"694",80,2015,"May",45.0347,-122.7603,1.4568696,0,0,"non-V6",1,1,"non-R6",2015-05-01
"695",80,2015,"June",45.0347,-122.7603,1.4568696,2,0,"non-V6",1,1,"non-R6",2015-06-01
"696",80,2015,"July",45.0347,-122.7603,1.4568696,1,0,"non-V6",1,1,"non-R6",2015-07-01
"697",81,2015,"April",45.0293,-122.7503,6.2321644,0,0,"non-V6",1,1,"non-R6",2015-04-01
"698",81,2015,"May",45.0293,-122.7503,6.2321644,0,0,"non-V6",1,1,"non-R6",2015-05-01
"699",81,2015,"June",45.0293,-122.7503,6.2321644,2,0,"non-V6",1,1,"non-R6",2015-06-01
"700",81,2015,"July",45.0293,-122.7503,6.2321644,1,0,"non-V6",1,1,"non-R6",2015-07-01
"701",82,2015,"April",45.0295,-122.7542,12.0596428,0,0,"non-V6",1,1,"non-R6",2015-04-01
"702",82,2015,"May",45.0295,-122.7542,12.0596428,0,0,"non-V6",1,1,"non-R6",2015-05-01
"703",82,2015,"June",45.0295,-122.7542,12.0596428,2,0,"non-V6",1,1,"non-R6",2015-06-01
"704",82,2015,"July",45.0295,-122.7542,12.0596428,1,0,"non-V6",1,1,"non-R6",2015-07-01
"705",83,2015,"April",45.027679,-122.762407,2.2662416,0,0,"non-V6",1,1,"non-R6",2015-04-01
"706",83,2015,"May",45.027679,-122.762407,2.2662416,0,0,"non-V6",1,1,"non-R6",2015-05-01
"707",83,2015,"June",45.027679,-122.762407,2.2662416,2,0,"non-V6",1,1,"non-R6",2015-06-01
"708",83,2015,"July",45.027679,-122.762407,2.2662416,1,0,"non-V6",1,1,"non-R6",2015-07-01
"709",84,2015,"April",45.02847442,-122.7597501,4.4110774,0,0,"non-V6",1,1,"non-R6",2015-04-01
"710",84,2015,"May",45.02847442,-122.7597501,4.4110774,0,0,"non-V6",1,1,"non-R6",2015-05-01
"711",84,2015,"June",45.02847442,-122.7597501,4.4110774,1,0,"non-V6",1,1,"non-R6",2015-06-01
"712",84,2015,"July",45.02847442,-122.7597501,4.4110774,1,0,"non-V6",1,1,"non-R6",2015-07-01
"713",85,2015,"April",45.0254,-122.7648,6.07029,0,0,"non-V6",1,1,"non-R6",2015-04-01
"714",85,2015,"May",45.0254,-122.7648,6.07029,0,0,"non-V6",1,1,"non-R6",2015-05-01
"715",85,2015,"June",45.0254,-122.7648,6.07029,1,0,"non-V6",1,1,"non-R6",2015-06-01
"716",85,2015,"July",45.0254,-122.7648,6.07029,2,0,"non-V6",1,1,"non-R6",2015-07-01
"717",86,2015,"April",45.0258,-122.7621,8.903092,0,0,"non-V6",1,1,"non-R6",2015-04-01
"718",86,2015,"May",45.0258,-122.7621,8.903092,0,0,"non-V6",1,1,"non-R6",2015-05-01
"719",86,2015,"June",45.0258,-122.7621,8.903092,2,0,"non-V6",1,1,"non-R6",2015-06-01
"720",86,2015,"July",45.0258,-122.7621,8.903092,1,0,"non-V6",1,1,"non-R6",2015-07-01
"721",87,2015,"April",45.0258,-122.7599,4.2896716,0,0,"non-V6",1,1,"non-R6",2015-04-01
"722",87,2015,"May",45.0258,-122.7599,4.2896716,0,0,"non-V6",1,1,"non-R6",2015-05-01
"723",87,2015,"June",45.0258,-122.7599,4.2896716,1,0,"non-V6",1,1,"non-R6",2015-06-01
"724",87,2015,"July",45.0258,-122.7599,4.2896716,1,0,"non-V6",1,1,"non-R6",2015-07-01
"725",88,2015,"April",45.0258,-122.7569,14.1235414,0,0,"non-V6",1,0,"R6",2015-04-01
"726",88,2015,"May",45.0258,-122.7569,14.1235414,0,0,"non-V6",1,0,"R6",2015-05-01
"727",88,2015,"June",45.0258,-122.7569,14.1235414,2,0,"non-V6",1,0,"R6",2015-06-01
"728",88,2015,"July",45.0258,-122.7569,14.1235414,1,0,"non-V6",1,0,"R6",2015-07-01
"729",90,2015,"April",45.0222,-122.7646,9.0244978,0,0,"non-V6",1,1,"non-R6",2015-04-01
"730",90,2015,"May",45.0222,-122.7646,9.0244978,0,0,"non-V6",1,1,"non-R6",2015-05-01
"731",90,2015,"June",45.0222,-122.7646,9.0244978,2,0,"non-V6",1,1,"non-R6",2015-06-01
"732",90,2015,"July",45.0222,-122.7646,9.0244978,1,0,"non-V6",1,1,"non-R6",2015-07-01
"733",91,2015,"April",45.0213,-122.7666,0.607029,0,0,"non-V6",1,1,"non-R6",2015-04-01
"734",91,2015,"May",45.0213,-122.7666,0.607029,0,0,"non-V6",1,1,"non-R6",2015-05-01
"735",91,2015,"June",45.0213,-122.7666,0.607029,2,0,"non-V6",1,1,"non-R6",2015-06-01
"736",91,2015,"July",45.0213,-122.7666,0.607029,0,0,"non-V6",1,1,"non-R6",2015-07-01
"737",92,2015,"April",45.0279,-122.7664,12.6666718,0,0,"non-V6",1,1,"non-R6",2015-04-01
"738",92,2015,"May",45.0279,-122.7664,12.6666718,0,0,"non-V6",1,1,"non-R6",2015-05-01
"739",92,2015,"June",45.0279,-122.7664,12.6666718,0,0,"non-V6",1,1,"non-R6",2015-06-01
"740",92,2015,"July",45.0279,-122.7664,12.6666718,2,0,"non-V6",1,1,"non-R6",2015-07-01
"741",93,2015,"April",45.0289,-122.7684,10.319493,0,0,"non-V6",1,1,"non-R6",2015-04-01
"742",93,2015,"May",45.0289,-122.7684,10.319493,0,0,"non-V6",1,1,"non-R6",2015-05-01
"743",93,2015,"June",45.0289,-122.7684,10.319493,2,0,"non-V6",1,1,"non-R6",2015-06-01
"744",93,2015,"July",45.0289,-122.7684,10.319493,1,0,"non-V6",1,1,"non-R6",2015-07-01
"745",94,2015,"April",45.0293,-122.7696,2.7923334,0,0,"non-V6",1,1,"non-R6",2015-04-01
"746",94,2015,"May",45.0293,-122.7696,2.7923334,0,0,"non-V6",1,1,"non-R6",2015-05-01
"747",94,2015,"June",45.0293,-122.7696,2.7923334,2,0,"non-V6",1,1,"non-R6",2015-06-01
"748",94,2015,"July",45.0293,-122.7696,2.7923334,1,0,"non-V6",1,1,"non-R6",2015-07-01
"749",95,2015,"April",45.0735694,-122.7370546,6.9201306,0,0,"non-V6",1,1,"non-R6",2015-04-01
"750",95,2015,"May",45.0735694,-122.7370546,6.9201306,0,0,"non-V6",1,1,"non-R6",2015-05-01
"751",95,2015,"June",45.0735694,-122.7370546,6.9201306,2,0,"non-V6",1,1,"non-R6",2015-06-01
"752",95,2015,"July",45.0735694,-122.7370546,6.9201306,0,0,"non-V6",1,1,"non-R6",2015-07-01
"753",97,2015,"April",45.07352504,-122.7338278,4.5729518,0,0,"non-V6",1,1,"non-R6",2015-04-01
"754",97,2015,"May",45.07352504,-122.7338278,4.5729518,0,0,"non-V6",1,1,"non-R6",2015-05-01
"755",97,2015,"June",45.07352504,-122.7338278,4.5729518,2,0,"non-V6",1,1,"non-R6",2015-06-01
"756",97,2015,"July",45.07352504,-122.7338278,4.5729518,0,0,"non-V6",1,1,"non-R6",2015-07-01
"757",98,2015,"April",45.0345,-122.8018,14.8924448,0,0,"non-V6",1,1,"non-R6",2015-04-01
"758",98,2015,"May",45.0345,-122.8018,14.8924448,0,0,"non-V6",1,1,"non-R6",2015-05-01
"759",98,2015,"June",45.0345,-122.8018,14.8924448,1,0,"non-V6",1,1,"non-R6",2015-06-01
"760",98,2015,"July",45.0345,-122.8018,14.8924448,1,0,"non-V6",1,1,"non-R6",2015-07-01
"761",100,2015,"April",45.04313819,-123.0084857,4.451546,0,0,"non-V6",1,1,"non-R6",2015-04-01
"762",100,2015,"May",45.04313819,-123.0084857,4.451546,0,0,"non-V6",1,1,"non-R6",2015-05-01
"763",100,2015,"June",45.04313819,-123.0084857,4.451546,0,0,"non-V6",1,1,"non-R6",2015-06-01
"764",100,2015,"July",45.04313819,-123.0084857,4.451546,1,0,"non-V6",1,1,"non-R6",2015-07-01
"765",101,2015,"April",45.04438495,-123.0049898,6.8391934,0,0,"non-V6",1,1,"non-R6",2015-04-01
"766",101,2015,"May",45.04438495,-123.0049898,6.8391934,1,0,"non-V6",1,1,"non-R6",2015-05-01
"767",101,2015,"June",45.04438495,-123.0049898,6.8391934,1,0,"non-V6",1,1,"non-R6",2015-06-01
"768",101,2015,"July",45.04438495,-123.0049898,6.8391934,1,0,"non-V6",1,1,"non-R6",2015-07-01
"769",102,2015,"April",45.04863521,-123.0018525,5.0181064,0,0,"non-V6",1,1,"non-R6",2015-04-01
